1.411140695723134719e+00,7.252746163965361204e-01,2.049973926342597785e+00,4.357624606926283756e-02,9.099163491283170924e-01,1.472478112921381754e+00,7.000000000000000000e+00
1.443257587058947244e+00,6.978522039304926317e-01,2.025494081479314978e+00,3.883619386183138900e-02,9.097576456622423757e-01,1.462933399449370064e+00,6.752693837512349972e+00
1.647066193991405303e+00,9.962073420960491088e-01,2.000000000000000000e+00,4.356172183141578808e-02,9.118589761120498016e-01,1.460237970458319934e+00,6.850351253161401033e+00
1.422949318137175956e+00,9.445760464899407571e-01,2.092977663837543023e+00,4.721898340800248506e-02,9.792315318532552881e-01,1.488013096344199759e+00,7.000000000000000000e+00
1.573826471671263993e+00,9.871575684247558824e-01,2.000000000000000000e+00,4.221136908158756862e-02,9.097576456622424868e-01,1.450586315572716778e+00,6.888290175783862601e+00
1.501638507448164628e+00,7.159271400509849004e-01,2.000000000000000000e+00,4.285751686383435649e-02,9.593190108587609233e-01,1.490872762209443314e+00,6.946570250201145491e+00
1.273182251940954801e+00,9.893778129091047591e-01,6.242120698402133350e+00,7.098121400708112295e-03,9.813611879923954673e-01,1.241041057605132059e+00,7.000000000000000000e+00
1.047171381953793112e+00,9.950454044413439281e-01,7.817214818709423696e+00,4.812302173511193160e-01,1.413789787002601495e+00,1.474281069947961598e+00,6.924225521102977510e+00
1.005411914052525946e+00,9.881654865954323519e-01,6.986493590348167082e+00,4.446329325070426108e-01,1.450730250036624147e+00,1.480001456403799986e+00,7.000000000000000000e+00
1.017771984659483264e+00,9.918646349909174820e-01,7.080027522293368847e+00,4.060909810658758223e-01,1.333558067826808191e+00,1.475904576846080118e+00,6.963815011315475978e+00
1.115035013669392505e+00,7.353280201495543400e-01,2.174739517128166710e+00,4.104982869750335717e-02,9.238690008633003714e-01,1.488797691129357448e+00,6.990901173510199129e+00
1.587343668140034136e+00,9.909581779974349081e-01,2.000000000000000000e+00,4.301489556172941042e-02,9.482526297869507959e-01,1.492596185009182896e+00,6.977197663095759061e+00
